42227116 function calls (41023071 primitive calls) in 23.800 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    13896    0.009    0.000    0.041    0.000 backend_bases.py:848(set_clip_path)
      227    0.000    0.000    0.041    0.000 artist.py:1413(__init__)
     3011    0.010    0.000    0.041    0.000 core.py:2879(__new__)
   631239    0.041    0.000    0.041    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.041    0.041 _axes.py:1(<module>)
    82380    0.017    0.000    0.041    0.000 artist.py:280(convert_yunits)
    27062    0.017    0.000    0.041    0.000 font_manager.py:811(set_variant)
    11174    0.009    0.000    0.041    0.000 transforms.py:299(xmin)
        1    0.000    0.000    0.041    0.041 _orthogonal.py:1(<module>)
      3/1    0.000    0.000    0.041    0.041 __init__.py:132(__getattr__)
      227    0.006    0.000    0.041    0.000 artist.py:1433(get_aliases)
    19528    0.012    0.000    0.040    0.000 artist.py:1124(set_zorder)
    24042    0.018    0.000    0.040    0.000 text.py:1227(set_rotation)
    29424    0.009    0.000    0.040    0.000 lines.py:1237(set_markerfacecoloralt)
      414    0.001    0.000    0.040    0.000 _parser.py:972(parse)
        2    0.000    0.000    0.040    0.020 debugger.py:1(<module>)
   150009    0.040    0.000    0.040    0.000 {method 'match' of 're.Pattern' objects}
    29424    0.023    0.000    0.040    0.000 lines.py:1071(set_drawstyle)
        1    0.000    0.000    0.039    0.039 rcsetup.py:1(<module>)
    64800    0.010    0.000    0.039    0.000 copy.py:264(<genexpr>)
    11420    0.015    0.000    0.039    0.000 axis.py:711(_get_axis_name)
 1253/414    0.002    0.000    0.038    0.000 _parser.py:449(_parse_sub)
      602    0.001    0.000    0.038    0.000 _base.py:1204(_gen_axes_patch)
     8456    0.010    0.000    0.038    0.000 transforms.py:1612(transform_path_non_affine)
     3624    0.009    0.000    0.038    0.000 spines.py:235(_adjust_location)
    11712    0.026    0.000    0.038    0.000 core.py:3024(_update_from)
    22952    0.008    0.000    0.038    0.000 transforms.py:2248(get_affine)
      603    0.002    0.000    0.037    0.000 patches.py:748(__init__)
     2400    0.006    0.000    0.037    0.000 core.py:3143(__array_wrap__)
 1552/454    0.015    0.000    0.037    0.000 _parser.py:509(_parse)
     3020    0.003    0.000    0.037    0.000 transforms.py:647(<listcomp>)
     6608    0.006    0.000    0.037    0.000 axis.py:701(_get_shared_axes)
559814/554869    0.036    0.000    0.037    0.000 {built-in method builtins.len}
     9664    0.019    0.000    0.036    0.000 transforms.py:616(translated)
     3020    0.002    0.000    0.036    0.000 transforms.py:648(<listcomp>)
    11778    0.008    0.000    0.036    0.000 transforms.py:314(ymax)
     1208    0.005    0.000    0.035    0.000 _base.py:1886(get_data_ratio)
     3020    0.002    0.000    0.035    0.000 transforms.py:649(<listcomp>)
      300    0.002    0.000    0.035    0.000 colorizer.py:539(set_array)
     1208    0.005    0.000    0.035    0.000 path.py:607(get_extents)
    11174    0.008    0.000    0.034    0.000 transforms.py:309(xmax)
     2721    0.007    0.000    0.034    0.000 transforms.py:1108(get_points)
     5436    0.003    0.000    0.034    0.000 lines.py:732(_get_transformed_path)
        1    0.000    0.000    0.034    0.034 collections.py:1(<module>)
        1    0.000    0.000    0.034    0.034 patches.py:1(<module>)
    29424    0.017    0.000    0.034    0.000 lines.py:1361(set_dash_joinstyle)
    11174    0.008    0.000    0.033    0.000 transforms.py:304(ymin)
      611    0.004    0.000    0.033    0.000 patches.py:48(__init__)
   461413    0.033    0.000    0.033    0.000 {method 'values' of 'dict' objects}
      300    0.001    0.000    0.032    0.000 _base.py:3632(set_xbound)
     5104    0.006    0.000    0.032    0.000 markers.py:776(_set_tickdown)
    29424    0.012    0.000    0.032    0.000 lines.py:506(set_pickradius)
      600    0.002    0.000    0.032    0.000 _base.py:2390(_update_line_limits)
     1544    0.007    0.000    0.032    0.000 <frozen importlib._bootstrap_external>:1604(find_spec)
    29424    0.017    0.000    0.032    0.000 lines.py:1425(set_solid_capstyle)
        1    0.000    0.000    0.032    0.032 completer.py:1(<module>)
    14496    0.005    0.000    0.032    0.000 fromnumeric.py:3618(round)
    29424    0.016    0.000    0.032    0.000 lines.py:1377(set_solid_joinstyle)
        1    0.000    0.000    0.032    0.032 buffer.py:1(<module>)
     1205    0.002    0.000    0.031    0.000 cbook.py:597(_get_data_path)
     1204    0.009    0.000    0.031    0.000 ticker.py:2093(_validate_steps)
     5432    0.005    0.000    0.031    0.000 lines.py:717(_transform_path)
        3    0.000    0.000    0.031    0.010 _base.py:1(<module>)
     4504    0.005    0.000    0.031    0.000 markers.py:756(_set_tickleft)
      300    0.001    0.000    0.030    0.000 _base.py:3885(set_ybound)
    36480    0.013    0.000    0.030    0.000 font_manager.py:1349(<genexpr>)
    23438    0.013    0.000    0.030    0.000 text.py:1330(set_usetex)
     1257    0.002    0.000    0.030    0.000 pathlib.py:868(__new__)
    10568    0.008    0.000    0.029    0.000 transforms.py:1832(frozen)
    83518    0.029    0.000    0.029    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.029    0.029 axes3d.py:1(<module>)
      994    0.001    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
    14496    0.010    0.000    0.028    0.000 ticker.py:550(_format_maybe_minus_and_locale)
   325555    0.028    0.000    0.028    0.000 {method 'pop' of 'dict' objects}
    19626    0.009    0.000    0.028    0.000 transforms.py:2412(transform_non_affine)
      602    0.001    0.000    0.028    0.000 _base.py:1092(_update_transScale)
     1264    0.002    0.000    0.027    0.000 pathlib.py:504(_from_parts)
    20450    0.008    0.000    0.027    0.000 _base.py:569(_axis_map)
      302    0.003    0.000    0.027    0.000 colors.py:2253(__call__)
     3604    0.002    0.000    0.027    0.000 ticker.py:1712(nonsingular)
     3929    0.002    0.000    0.027    0.000 {method 'clip' of 'numpy.ndarray' objects}
      980    0.001    0.000    0.027    0.000 __init__.py:748(__setitem__)
        1    0.000    0.000    0.027    0.027 _sketches.py:1(<module>)
    22340    0.007    0.000    0.027    0.000 axis.py:753(get_transform)
     6008    0.009    0.000    0.027    0.000 _base.py:3688(_validate_converted_limits)
      900    0.001    0.000    0.026    0.000 core.py:7117(__call__)
      227    0.009    0.000    0.026    0.000 artist.py:1511(get_setters)
    15040    0.025    0.000    0.026    0.000 _stride_tricks_impl.py:413(_broadcast_shape)
   172342    0.026    0.000    0.026    0.000 enum.py:1093(__new__)
      300    0.001    0.000    0.026    0.000 core.py:2397(masked_invalid)
    14496    0.026    0.000    0.026    0.000 transforms.py:2917(_interval_contains_close)
      906    0.000    0.000    0.026    0.000 transforms.py:236(__array__)
        1    0.000    0.000    0.026    0.026 image.py:1508(imsave)
   482641    0.025    0.000    0.025    0.000 copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.025    0.025 f2py2e.py:1(<module>)
     1316    0.004    0.000    0.025    0.000 pathlib.py:484(_parse_args)
        1    0.000    0.000    0.025    0.025 Image.py:2509(save)
     5940    0.002    0.000    0.025    0.000 __init__.py:173(search)
    28270    0.012    0.000    0.025    0.000 font_manager.py:824(set_weight)
        5    0.000    0.000    0.025    0.005 core.py:1(<module>)
     3929    0.016    0.000    0.025    0.000 _methods.py:99(_clip)
     4836    0.025    0.000    0.025    0.000 {built-in method matplotlib.ft2font.draw_glyphs_to_bitmap}
64314/35624    0.021    0.000    0.025    0.000 transforms.py:2400(<lambda>)
    25858    0.009    0.000    0.025    0.000 font_manager.py:1154(get_default_size)
    25964    0.009    0.000    0.025    0.000 scale.py:115(get_transform)
147758/147578    0.024    0.000    0.024    0.000 {method 'update' of 'dict' objects}
        9    0.000    0.000    0.024    0.003 _base.py:747(__init_subclass__)
     5432    0.009    0.000    0.024    0.000 transforms.py:2751(__init__)
    27062    0.010    0.000    0.024    0.000 font_manager.py:850(set_stretch)
     5104    0.004    0.000    0.024    0.000 markers.py:770(_set_tickup)
     2408    0.007    0.000    0.023    0.000 axis.py:1957(_set_formatter)
    27062    0.010    0.000    0.023    0.000 font_manager.py:934(set_math_fontfamily)
      600    0.001    0.000    0.023    0.000 transforms.py:921(update_from_data_xy)
     4876    0.012    0.000    0.023    0.000 font_manager.py:1586(get_font)
      602    0.003    0.000    0.023    0.000 _base.py:1543(_set_title_offset_trans)
    10561    0.004    0.000    0.023    0.000 {method 'all' of 'numpy.ndarray' objects}
      414    0.000    0.000    0.023    0.000 _compiler.py:571(_code)
   270666    0.023    0.000    0.023    0.000 {built-in method builtins.iter}
    29424    0.013    0.000    0.023    0.000 lines.py:1247(set_markeredgewidth)
    50565    0.015    0.000    0.023    0.000 text.py:1205(set_x)
    30335    0.018    0.000    0.022    0.000 lines.py:33(_get_dash_pattern)
     1804    0.006    0.000    0.022    0.000 axis.py:1983(set_major_locator)
16954/1904    0.007    0.000    0.022    0.000 transforms.py:2370(_invalidate_internal)
       12    0.000    0.000    0.022    0.002 base.py:1(<module>)
     1808    0.006    0.000    0.022    0.000 _base.py:4408(get_children)
     3022    0.003    0.000    0.022    0.000 transforms.py:2317(blended_transform_factory)
42974/41194    0.009    0.000    0.021    0.000 <frozen abc>:121(__subclasscheck__)
      300    0.001    0.000    0.021    0.000 pyplot.py:569(show)
    58213    0.017    0.000    0.021    0.000 cbook.py:1850(_str_equal)
    10808    0.011    0.000    0.021    0.000 cbook.py:2342(_unpack_to_numpy)
     4504    0.004    0.000    0.021    0.000 markers.py:762(_set_tickright)
        1    0.000    0.000    0.021    0.021 ipapp.py:1(<module>)
    13888    0.010    0.000    0.021    0.000 path.py:162(_fast_from_codes_and_verts)
    50584    0.017    0.000    0.021    0.000 artist.py:448(get_transform)
        1    0.000    0.000    0.021    0.021 crackfortran.py:1(<module>)
      606    0.003    0.000    0.020    0.000 transforms.py:1719(set)
   331594    0.020    0.000    0.020    0.000 {built-in method builtins.callable}
     1319    0.011    0.000    0.020    0.000 pathlib.py:56(parse_parts)
     1208    0.001    0.000    0.020    0.000 transforms.py:1593(transform_path)
  128/117    0.000    0.000    0.020    0.000 _docstring.py:122(__call__)
   100051    0.020    0.000    0.020    0.000 {built-in method numpy.asanyarray}
      300    0.003    0.000    0.019    0.000 backend_inline.py:72(show)
        1    0.000    0.000    0.019    0.019 PngImagePlugin.py:1300(_save)
     2700    0.003    0.000    0.019    0.000 core.py:1604(make_mask)
    10561    0.004    0.000    0.019    0.000 _methods.py:67(_all)
        1    0.000    0.000    0.019    0.019 ImageFile.py:535(_save)
        1    0.000    0.000    0.019    0.019 ImageFile.py:563(_encode_tile)
        3    0.019    0.006    0.019    0.006 {method 'encode' of 'ImagingEncoder' objects}
    45741    0.013    0.000    0.019    0.000 text.py:1216(set_y)
    63312    0.018    0.000    0.019    0.000 text.py:1275(set_text)
    14496    0.019    0.000    0.019    0.000 {method 'round' of 'numpy.ndarray' objects}
    20450    0.011    0.000    0.019    0.000 _base.py:572(<dictcomp>)
     9664    0.008    0.000    0.019    0.000 text.py:901(get_unitless_position)
        2    0.000    0.000    0.019    0.009 __config__.py:1(<module>)
        1    0.000    0.000    0.019    0.019 _fontconfig_pattern.py:1(<module>)
     1508    0.001    0.000    0.019    0.000 _base.py:3616(get_xbound)
     5132    0.003    0.000    0.019    0.000 markers.py:345(get_transform)
    59184    0.019    0.000    0.019    0.000 fromnumeric.py:70(<dictcomp>)
    14496    0.007    0.000    0.019    0.000 transforms.py:2208(<lambda>)
       31    0.002    0.000    0.019    0.001 __init__.py:884(_rc_params_in_file)
     8408    0.003    0.000    0.019    0.000 axis.py:1811(convert_units)
     9908    0.009    0.000    0.019    0.000 cbook.py:1695(_safe_first_finite)
   150103    0.018    0.000    0.018    0.000 transforms.py:1039(get_points)
  925/815    0.001    0.000    0.018    0.000 typing.py:352(inner)
    14496    0.007    0.000    0.018    0.000 ticker.py:246(fix_minus)
      906    0.003    0.000    0.018    0.000 colors.py:2213(process_value)
        3    0.000    0.000    0.018    0.006 auto_suggest.py:1(<module>)
        1    0.000    0.000    0.018    0.018 colors.py:1(<module>)
 2999/414    0.009    0.000    0.018    0.000 _compiler.py:37(_compile)
     3018    0.007    0.000    0.018    0.000 transforms.py:2275(__init__)
     1508    0.002    0.000    0.018    0.000 _base.py:3666(get_xlim)
    13288    0.007    0.000    0.017    0.000 transforms.py:2216(transform_non_affine)
     1200    0.003    0.000    0.017    0.000 transforms.py:849(update_from_path)
      815    0.000    0.000    0.017    0.000 inspect.py:3278(signature)
        1    0.000    0.000    0.017    0.017 crashhandler.py:1(<module>)
     3626    0.004    0.000    0.017    0.000 transforms.py:779(frozen)
      815    0.000    0.000    0.017    0.000 inspect.py:3024(from_callable)
     1210    0.002    0.000    0.017    0.000 _base.py:1149(_set_position)
    72051    0.015    0.000    0.016    0.000 {built-in method builtins.max}
     4831    0.007    0.000    0.016    0.000 transforms.py:365(bounds)
       14    0.000    0.000    0.016    0.001 _docstring.py:73(__missing__)
     9608    0.010    0.000    0.016    0.000 axis.py:189(_set_labelrotation)
    98120    0.016    0.000    0.016    0.000 {method 'count' of 'str' objects}
  893/816    0.002    0.000    0.016    0.000 inspect.py:2428(_signature_from_callable)
        1    0.000    0.000    0.016    0.016 ultratb.py:1(<module>)
        2    0.000    0.000    0.016    0.008 pyplot.py:1381(subplot)
        2    0.000    0.000    0.016    0.008 figure.py:644(add_subplot)
     7828    0.003    0.000    0.016    0.000 getlimits.py:621(tiny)
    27034    0.012    0.000    0.016    0.000 transforms.py:239(x0)
   108732    0.016    0.000    0.016    0.000 transforms.py:1926(get_matrix)
        2    0.000    0.000    0.016    0.008 _base.py:579(__init__)
      302    0.001    0.000    0.016    0.000 colors.py:716(__call__)
    29424    0.012    0.000    0.016    0.000 lines.py:1262(set_markersize)
     2716    0.003    0.000    0.016    0.000 fromnumeric.py:2477(any)
   121872    0.016    0.000    0.016    0.000 _base.py:855(<genexpr>)
      652    0.016    0.000    0.016    0.000 {built-in method builtins.dir}
     8408    0.006    0.000    0.015    0.000 units.py:56(_is_natively_supported)
        1    0.000    0.000    0.015    0.015 _index_tricks_impl.py:1(<module>)
     1208    0.001    0.000    0.015    0.000 core.py:6905(array)
      302    0.008    0.000    0.015    0.000 colors.py:744(_get_rgba_and_mask)
     1821    0.001    0.000    0.015    0.000 patches.py:395(set_facecolor)
       91    0.000    0.000    0.015    0.000 traitlets.py:965(__init__)
      601    0.002    0.000    0.015    0.000 pyplot.py:1361(sca)
   180633    0.015    0.000    0.015    0.000 {built-in method builtins.issubclass}
      994    0.015    0.000    0.015    0.000 {built-in method io.open_code}
